E. I. N.,Name,In Care of Name,Address,City,State,Zip Code,Asset Amount,Income Amount,Form 990 Revenue Amount
660537284,MUSEO DE ARTE DE PUERTO RICO INC                                      ,% MUSEO DE ARTE DE PUERTO RICO INC ,299 AVE DE DIEGO                   ,SAN JUAN              ,PR,00909-1766,"$4,892,434.00","$6,383,150.00","$6,383,150.00"
660740170,MUSEO DE LA HISTOVIA DE SAN GERMAN INC                                ,% JOSE CALIANO                     ,HC 3 BOX 19275                     ,LAJAS                 ,PR,00667-9664,             ,             ,             
660492056,MUSEO DE LAS AMERICAS INC                                             ,% RICARDO E ALEGRIA                ,PO BOX 9023634                     ,SAN JUAN              ,PR,00902-3634,"$1,354,748.00","$489,578.00","$489,578.00"
660616830,MUSICA SIN BARRERAS INC                                               ,% ALEXANDER A LOCHARD              ,PO BOX 5142 CUC STA                ,CAYEY                 ,PR,00737-0000,"$8,981.00","$13,976.00","$13,976.00"
660747616,NANNY MAY INC                                                         ,                                   ,357 DORADO BCH E                   ,DORADO                ,PR,00646-2216,$0.00,$0.00,$0.00
660347175,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION             ,% JUAN VEGA HILERIO                ,3811 CALLE LAS PALMAS              ,SAN ANTONIO           ,PR,00690-1362,$0.00,$0.00,$0.00
660452042,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION             ,% FERDINAND RIVERA                 ,ALTURAS DE MAYAGUEZ 3150 ATALAYA ST,MAYAGUEZ              ,PR,00681-0000,$0.00,$0.00,$0.00
660451905,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION             ,% LUIS ARROYO-MEDINA               ,PO BOX 363554                      ,SAN JUAN              ,PR,00936-3554,$0.00,$0.00,$0.00
986001923,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION             ,% LUIS ARROYO MEDINA               ,PO BOX 360787                      ,SAN JUAN              ,PR,00936-0787,$0.00,$0.00,$0.00
660448496,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION                          ,% ZSU NATCA                        ,5000 CARR 190                      ,CAROLINA              ,PR,00979-7421,$0.00,$0.00,$0.00
660452525,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION                          ,% TAMARA SABALIER                  ,SAN JUAN ATC TOWER                 ,LMM INTL AIRPORT      ,PR,00979-0000,$0.00,$0.00,$0.00
660431811,NATIONAL ASSOCIATION OF INSURANCE WOMEN                               ,% ARIADNA M HERNANDEZ              ,PO BOX 193282                      ,SAN JUAN              ,PR,00919-3282,$0.00,$0.00,$0.00
660379297,NATIONAL ASSOCIATION OF SOCIAL WORKERS INC                            ,                                   ,PO BOX 192051                      ,SAN JUAN              ,PR,00919-2051,"$35,347.00","$43,767.00","$43,767.00"
660729278,NATIONAL EXCHANGE CLUB                                                ,% ANDRES PAGAN                     ,PO BOX 464                         ,BAYAMON               ,PR,00960-0464,$0.00,$0.00,$0.00
311170488,NATIONAL EXCHANGE CLUB                                                ,                                   ,PO BOX 319                         ,SABANA GRANDE         ,PR,00637-0319,$0.00,$0.00,$0.00
621851470,NATIONAL EXCHANGE CLUB                                                ,% JIMMY ALEQUIN                    ,R20 CALLE CLAVEL                   ,BAYAMON               ,PR,00956-3217,$0.00,$0.00,$0.00
311170500,NATIONAL EXCHANGE CLUB                                                ,% EDWARDO CARABALLO                ,R36 CALLE 5 ALTURES DE YAUCO       ,YAUCO                 ,PR,00698-0000,$0.00,$0.00,$0.00
900624641,NATIONAL EXCHANGE CLUB                                                ,% JIMMY ALEQUIN                    ,1204 CALLE 40 SE                   ,SAN JUAN              ,PR,00921-2617,$0.00,$0.00,$0.00
660779341,NATIONAL EXCHANGE CLUB                                                ,% KIMILDA MERCADO                  ,PO BOX 14231                       ,SAN JUAN              ,PR,00916-4231,             ,             ,             
311170707,NATIONAL EXCHANGE CLUB                                                ,% JEANETTE L ESCABI                ,VISTA BELLA 7TH ST L-20            ,BAYAMON               ,PR,00956-0000,$0.00,$0.00,$0.00
660778058,NATIONAL EXCHANGE CLUB                                                ,% RAMON MERCADO-ROSAS              ,PO BOX 705                         ,CABO ROJO             ,PR,00623-0705,             ,             ,             
660503213,NATIONAL PARKINSON FOUNDATION INC                                     ,% MARIA ISABEL ROJAS               ,PO BOX 7579                        ,CAROLINA              ,PR,00986-7579,"$10,682.00","$122,924.00","$122,924.00"
660364445,NATIONAL TREASURY EMPLOYEES UNION                                     ,% MIGUEL A TAMARGO                 ,7 TABANUCO ST                      ,GUAYNABO              ,PR,00968-3002,$0.00,$0.00,$0.00
660658654,NATURAL HISTORY SOCIETY OF PUERTO RICO INC                            ,                                   ,PO BOX 361036                      ,SAN JUAN              ,PR,00936-1036,"$65,703.00","$64,072.00","$64,072.00"
660551279,NAVY LEAGUE OF THE UNITED STATES                                      ,% DOUGLAS A MCHOUL                 ,PO BOX 254                         ,VIEQUES               ,PR,00765-0254,$0.00,$0.00,$0.00
660607020,NINOS DE NUEVA ESPERANZA INC                                          ,% EDDIE CARO MORALES               ,PO BOX 173                         ,SABANA SECA           ,PR,00952-0173,"$1,116,226.00","$628,575.00","$628,575.00"
660541922,NUESTRA CASA INC                                                      ,                                   ,400 JUAN CALAF ST BOX 242          ,SAN JUAN              ,PR,00918-1314,"$410,771.00","$79,374.00","$79,374.00"
660592559,NUESTRA ESCUELA INC                                                   ,% JUSTO MENDEZ                     ,352 AVENIDA SAN CLAUDIO BUZON 133  ,SAN JUAN              ,PR,00926-0000,"$1,348,882.00","$2,650,809.00","$2,650,809.00"
660493133,NUESTROS CORAZONES UNIDOS DE PUERTO RICO INC                          ,% SAN JUAN BAUTISTA MEDICAL CENTER ,PO BOX 7183                        ,CAGUAS                ,PR,00726-7183,"$31,800.00","$98,999.00","$98,999.00"
660319405,OBLATAS DEL SANTISIMO REDENTOR INC BO CERRO GORDO BAYAMON PR 00619    ,                                   ,PO BOX 4228                        ,BAYAMON               ,PR,00958-1228,"$495,953.00","$348,657.00","$348,657.00"
660374243,OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION                 ,% JOSE DELFAUS                     ,PO BOX 364173                      ,SAN JUAN              ,PR,00936-4173,"$29,300.00","$16,834.00","$16,834.00"
660387277,OFICINA LEGAL DE LA COMUNIDAD INC                                     ,% CIRA RODRIGUEZ                   ,PO BOX 194735                      ,SAN JUAN              ,PR,00919-4735,"$650,245.00","$1,222,813.00","$1,222,813.00"
660508486,OFICINA PARA LA PROMOCION Y EL DESARROLLO HUMANO INC                  ,% ROBERTA GRZELAK                  ,PO BOX 353                         ,ARECIBO               ,PR,00613-0353,             ,             ,             
660582060,OFICINA PRO AYUDA A PERSONAS CON IMPEDIMENTOS INC                     ,% ROBERTO GARCIA                   ,PO BOX 1089                        ,RIO GRANDE            ,PR,00745-1089,"$2,301,215.00","$1,591,928.00","$1,591,928.00"
660593598,ONE STEP CAREER CENTER OF PR INC                                      ,% CARMEN GLORIA COSME PITRE        ,CONDOMINIO PLZ UNIVERSIDAD 2000 CAL,RIO PIEDRAS           ,PR,00928-0000,"$235,046.00","$165,750.00","$165,750.00"
660736834,OPERACION LIBORIO CON CUBA INC                                        ,% ENRIQUE BLANCO RODRIGUEZ         ,3 CALLE CRISANTEMO URB GOLDEN HILL ,BAYAMON               ,PR,00956-0000,             ,             ,             
660551053,ORGANIZATION BENEFICA DE RESTAURACION & ACCION SOCIAL                 ,                                   ,14 CALLE MUNOZ RIVERA W            ,MAYAGUEZ              ,PR,00680-3932,"$518,812.00","$262,096.00","$262,096.00"
660646274,OSCA DEVELOPMENT CORP                                                 ,% RAMON CUEVAS NATAL               ,VILLA NEVARES PROF CENTER STE 205  ,SAN JUAN              ,PR,00926-0000,$0.00,$0.00,$0.00
660723846,P E S C A INC PROYECTO EDUCATIVO SER CRECER Y APRENDER                ,% SUSANA CHACON                    ,PO BOX 1619                        ,HATILLO               ,PR,00659-8619,$0.00,$0.00,$0.00
223275938,PADMASAMBHAVA BUDDHIST CENTER OF PUERTO RICO                          ,% NESTOR KUILAN                    ,1453 ALFONSO AVE                   ,ALTAMIRA RIO PIEDROS  ,PR,00921-0000,             ,             ,             
660310354,PADRES ESCOLAPIOS DE P R INC                                          ,                                   ,PO BOX 29067                       ,SAN JUAN              ,PR,00929-0067,             ,             ,             
660623082,PAIZO DIDACHE INC                                                     ,% ISMAEL GONZALES                  ,PO BOX 21212                       ,SAN JUAN              ,PR,00928-1212,"$24,004.00","$168,286.00","$168,286.00"
660486893,PALMAS ACADEMY INC                                                    ,% RAYMOND GAGNON                   ,10 ACADEMY DR                      ,HUMACAO               ,PR,00791-6130,"$12,093,391.00","$3,326,249.00","$3,214,593.00"
660447528,PARADISE HOME INC                                                     ,                                   ,URB ROCIO 10 CALLE PRADERA HC-02   ,YAUCO                 ,PR,00698-0000,"$311,894.00","$451,794.00","$451,794.00"
660566076,PARAISO INFANTIL INC                                                  ,% MINERVA VEGA TORRES              ,PO BOX 142                         ,SAN ANTONIO           ,PR,00690-0142,$0.00,$0.00,$0.00
660346980,PARALYZED VETERANS OF AMERICA PUERTO RICO CHAPTER                     ,% URB COUNTRY CLUB                 ,URB COUNTRY CLUB 812 CALLE MOLUCA  ,SAN JUAN              ,PR,00924-0000,"$692,994.00","$416,699.00","$416,699.00"
660530975,PARE ESTE INC                                                         ,                                   ,PO BOX 928                         ,FAJARDO               ,PR,00738-0928,"$34,602.00","$17,417.00","$17,417.00"
660692809,PARENTERAL DRUG ASSOCIATION INC                                       ,% FREDERICK FONTANEZ               ,406 CALLE TULANE                   ,VEGA BAJA             ,PR,00693-3608,$0.00,$0.00,$0.00
660745574,PENTECOSTAL FAITH MINISTERIAL ASSOCIATION                             ,% LUIS NAZARIO                     ,4E21 CALLE ROBLE                   ,BAYAMON               ,PR,00956-2903,             ,             ,             
900339636,PHYSICIANS FOR A NATIONAL HEALTH PROGRAM                              ,% SARAH HUERTAS                    ,20 CALLE WASHINGTON APT 6A         ,SAN JUAN              ,PR,00907-1534,$0.00,$0.00,$0.00
660674383,POETAS AA-JUANA DIAZ INC                                              ,% JAIME TORRES                     ,PO BOX 804                         ,JUANA DIAZ            ,PR,00795-0804,"$5,060.00","$121,739.00","$121,739.00"
660544489,PONCE CHRISTIAN ACADEMY                                               ,% ELWOOD W PFAUNMILLER             ,4015 CALLE COLOMBIA                ,PONCE                 ,PR,00717-1613,             ,             ,             
660379122,PONCE MEDICAL SCHOOL FOUNDATION INC                                   ,                                   ,PO BOX 7004                        ,PONCE                 ,PR,00732-7004,"$21,092,627.00","$21,735,561.00","$21,735,561.00"
660501718,PONCE NEIGHBORHOOD HOUSING SERVICES INC                               ,% KATHY ROSADO-CHAMORRO            ,PO BOX 330223                      ,PONCE                 ,PR,00733-0223,"$3,219,518.00","$305,476.00","$305,476.00"
660191965,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO                         ,% THE ORGANIZATION                 ,2250 BLVD LUIS A FERRE AGUAYO      ,PONCE                 ,PR,00717-0000,"$114,104,436.00","$113,330,609.00","$71,224,344.00"
660645080,PRENSA COMUNITARIA INC                                                ,                                   ,PO BOX 19768                       ,SAN JUAN              ,PR,00910-1768,"$16,358.00","$131,416.00","$128,957.00"
660632431,PRESBITERIANOS EN SERVICIO A LA COMUNIDAD INC                         ,% PASEC                            ,PO BOX 5090                        ,AGUADILLA             ,PR,00605-5090,"$132,664.00","$64,769.00","$64,769.00"
660177824,PRESBYTERIAN COMMUNITY HOSPITAL INC                                   ,                                   ,PO BOX 9020032                     ,SAN JUAN              ,PR,00902-0032,"$45,015,078.00","$70,874,236.00","$70,874,236.00"
660571789,PRIMER IGLESIA ASAMBLEA DE DIOS                                       ,% ENRIQUE LABOY                    ,HC 1 BOX 6767                      ,LAS PIEDRAS           ,PR,00771-9758,             ,             ,             
660443068,PRIMERA ASAMBLEA DE DIOS BARCELONETA                                  ,% REV MORALES                      ,40-3 CARR 664                      ,BARCELONETA           ,PR,00617-3108,             ,             ,             
660515459,PRIMERA IGL AD MAYAGUEZ                                               ,% URB HERMOSO                      ,SH3 CALLE VIOLETA                  ,HORMIGUEROS           ,PR,00660-1244,             ,             ,             
660773290,PRIMERA IGLESIA AD                                                    ,                                   ,HC 15 BOX 15787                    ,HUMACAO               ,PR,00791-9487,             ,             ,             
660540651,PRIMERA IGLESIA ASAMBLEA DE DIOS                                      ,                                   ,HC 1 BOX 6767                      ,LAS PIEDRAS           ,PR,00771-9758,             ,             ,             
660611753,PRIMERA IGLESIA BAUTISTA DE SAN LORENZO                               ,                                   ,PO BOX 13                          ,SAN LORENZO           ,PR,00754-0013,             ,             ,             
660261624,PRIMERA IGLESIA BAUTISTA PLAYA PONCE                                  ,                                   ,PO BOX 34112                       ,PONCE                 ,PR,00734-4112,             ,             ,             
311390720,PRIMERA IGLESIA EVANGELICA MISIONERA DE ARECIBO                       ,                                   ,9A CALLE 2                         ,ARECIBO               ,PR,00612-4279,             ,             ,             
660265919,PRIMERA INGLESIA DEL NAZARENO                                         ,                                   ,PO BOX 823                         ,PONCE                 ,PR,00780-0823,             ,             ,             
660375773,PRIMERAL IGLESIA ASAMBLEA DE DIOS                                     ,                                   ,I1 CALLE 7                         ,YAUCO                 ,PR,00698-3422,             ,             ,             
660387455,PRO ARTE MUSICAL INC                                                  ,                                   ,PO BOX 361812                      ,SAN JUAN              ,PR,00936-1812,"$78,670.00","$348,022.00","$348,022.00"
660519279,PRO VIVIENDAS II INC                                                  ,                                   ,PO BOX 363908                      ,SAN JUAN              ,PR,00936-3908,"$9,689,883.00","$1,963,469.00","$1,963,469.00"
660519280,PRO VIVIENDAS III INC                                                 ,                                   ,PO BOX 363908                      ,SAN JUAN              ,PR,00936-3908,"$3,983,778.00","$1,186,854.00","$1,186,854.00"
660519281,PRO VIVIENDAS IV INC                                                  ,                                   ,PO BOX 363908                      ,SAN JUAN              ,PR,00936-3908,"$9,520,675.00","$2,269,824.00","$2,269,824.00"
660428651,PRODUCIR INC UNA CORP DE DESARROLLO COMUNAL Y ECON PARA CUBUY Y LOMAS ,                                   ,PO BOX 35000                       ,CANOVANAS             ,PR,00729-0014,"$1,187,806.00","$201,258.00","$201,258.00"
660488747,PROGRAMA AVANCE EN PR                                                 ,% PMB DEPT                         ,HC 1 BOX 29030 PMB 484             ,CAGUAS                ,PR,00725-8900,"$11,805,631.00","$15,363,960.00","$15,363,960.00"
660528378,PROGRAMA DE APOYO Y ENLACE COMUNITARIO                                ,% MARIA HERNANDEZ                  ,PO BOX 1017                        ,AGUADA                ,PR,00602-1017,"$136,721.00","$268,705.00","$268,705.00"
660444454,PROGRAMA DE EDUCACION COMUNAL DE ENTREGA Y SERVICIO INC               ,                                   ,PO BOX 647                         ,PUNTA STGO            ,PR,00741-0647,"$3,697,158.00","$3,235,098.00","$3,235,098.00"
660459355,PROGRAMA DEL ADOLESCENTE DE NARANJITO INC                             ,                                   ,PO BOX 891                         ,NARANJITO             ,PR,00719-0891,"$69,219.00","$664,332.00","$664,332.00"
660573904,PROYECTO AMOR QUE SANA INC                                            ,% JUAN PANELLI                     ,14 CALLE ROSICH                    ,PONCE                 ,PR,00730-3642,$0.00,$0.00,$0.00
660529432,PROYECTO AURORA INC                                                   ,% GLADYS R CAPELLA NOYA            ,PO BOX 689                         ,CAMUY                 ,PR,00627-0689,"$11,342.00","$48,747.00","$48,747.00"
660657936,PROYECTO COMUNITARIO AGRO TURISTICO BARRIO RIO HONDO INC              ,% EDISON RODRIGUEZ RODRIGUEZ       ,505 CAMINO EL GUAYO                ,MAYAGUEZ              ,PR,00680-8111,             ,             ,             
660686292,PROYECTO DE VIVIENDA ASISTIDA OASIS GROUP HOME SERVICES               ,% MYRTA PABON                      ,PO BOX 277                         ,PATILLAS              ,PR,00723-0000,"$546,475.00",$0.00,$0.00
660686294,PROYECTO DE VIVIENDA ASISTIDA SUENO REAL APARTAMENTS                  ,% MYRTA PABON                      ,PO BOX 277                         ,PATILLAS              ,PR,00723-0277,$0.00,$0.00,$0.00
660565479,PROYECTO LA NUEVA ESPERANZA INC                                       ,% HECTOR L NIEVES                  ,PO BOX 603                         ,SAN ANTONIO           ,PR,00690-0603,"$352,291.00","$444,634.00","$444,634.00"
660641575,PROYECTO MATRIA INC                                                   ,% AMARILIS PAGAN JIMENEZ           ,CALLE JIMENEZ SICARDO 31           ,CAGUAS                ,PR,00725-3763,"$94,375.00","$558,739.00","$558,739.00"
660586241,PROYECTO NACER INC                                                    ,                                   ,PO BOX 6600                        ,BAYAMON               ,PR,00960-5600,"$772,046.00","$1,876,609.00","$1,876,609.00"
660479883,PROYECTO OASIS DE AMOR INC                                            ,% FILIBERTO MARTINEZ               ,ZF15 CALLE 33                      ,BAYAMON               ,PR,00961-3939,"$981,174.00","$414,765.00","$414,765.00"
660693680,PROYECTO VIDAS INC                                                    ,% ARNALDO RODRIGUEZ SANCHEZ        ,PO BOX 775                         ,SAINT JUST            ,PR,00978-0775,"$39,157.00","$114,642.00","$114,642.00"
660428120,PRYMED MEDICAL CARE INC                                               ,% GLADYS RIVERA                    ,PO BOX 1427                        ,CIALES                ,PR,00638-1427,"$5,819,089.00","$7,205,011.00","$7,205,011.00"
660718644,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCOLOGY                       ,% BERNADE DELGADO                  ,PO BOX 9266                        ,MAYAGUEZ              ,PR,00681-0000,$0.00,$0.00,$0.00
660498030,PUEBLO DE DIOS JESUS SENOR Y REY                                      ,                                   ,HC 8 BOX 38835                     ,CAGUAS                ,PR,00725-9420,             ,             ,             
660573064,PUERTAS DE ESPERANZA DE MANATI INC                                    ,                                   ,14 CALLE RAMOS VELEZ               ,MANATI                ,PR,00674-5165,"$11,207.00","$126,802.00","$126,802.00"
660643745,PUERTO RICAN FIGURE SKATING FEDERATION                                ,% LYNETTE SPANO                    ,BRISAS DE SAN JUAN 1663 AVE PONCE  ,SAN JUAN              ,PR,00909-0000,"$29,215.00","$44,695.00","$44,695.00"
660535379,PUERTO RICAN SPECIAL COMMUNITY SERVICES INC                           ,% IRMA E BAEZ                      ,PO BOX 2739                        ,SAN GERMAN            ,PR,00683-2739,"$18,102.00","$161,085.00","$161,085.00"
562331353,PUERTO RICO AFFILIATE OF THE SUSAN G KOMEN BREAST CANCER FOUNDATION I ,% MARIA A BENITEZ                  ,PO BOX 193557                      ,SAN JUAN              ,PR,00919-3557,"$674,506.00","$1,357,997.00","$1,357,997.00"
660588444,PUERTO RICO ANIMAL WELFARE SOCIETY INC PAWS                           ,% MARGARET TOTH                    ,PO BOX 605703                      ,AGUADILLA             ,PR,00605-9002,$173.00,"$32,247.00","$32,247.00"
660575476,PUERTO RICO BASEBALL ACADEMY AND HIGH SCHOOL CORP                     ,% EDWIN CORREA                     ,200 AVE R CORDERO STE 140          ,CAGUAS                ,PR,00725-4303,"$377,213.00","$2,199,620.00","$2,199,620.00"
660191841,PUERTO RICO CANCER AND HEALTH FOUNDATION INC                          ,% HOSPITAL ONCOLOGICO ANDRES GRILLA,PO BOX 336780                      ,PONCE                 ,PR,00733-6780,"$815,409.00","$182,854.00","$182,854.00"
660581982,PUERTO RICO CENTER FOR SOCIAL CONCERNS INC                            ,% JOSE RAFAEL FERNANDEZ MARTINEZ   ,459 AVE HOSTOS                     ,SAN JUAN              ,PR,00918-3014,$0.00,$0.00,$0.00
660705205,PUERTO RICO CHAMBER OF COMMERCE FOUNDATION INC                        ,% EDGARDO BIGAS                    ,CALLE TETUAN 100                   ,SAN JUAN              ,PR,00901-1810,$1.00,$0.00,$0.00
660614562,PUERTO RICO CHDO ASSOCIATION                                          ,% NORBERTO MENENDEZ                ,PO BOX 31238                       ,SAN JUAN              ,PR,00929-2238,"$51,272.00","$142,298.00","$142,298.00"
660748448,PUERTO RICO CHILDRENS FOSTER CARE                                     ,                                   ,44 CALLE MAYAGUEZ                  ,SAN JUAN              ,PR,00917-4915,             ,             ,             
660413230,PUERTO RICO COMMUNITY FOUNDATION INC                                  ,                                   ,PO BOX 70362                       ,SAN JUAN              ,PR,00936-8362,"$24,952,678.00","$2,638,391.00","$2,638,391.00"
660725158,PUERTO RICO COMMUNITY HOUSING DEVELOPMENT INC                         ,                                   ,RR 3 BOX 3724                      ,SAN JUAN              ,PR,00926-9612,"$13,227.00",$0.00,$0.00
660466365,PUERTO RICO COMMUNITY NETWORK FOR CLINICAL RESEARCH ON AIDS           ,                                   ,PO BOX 20850                       ,SAN JUAN              ,PR,00928-0850,"$1,092,303.00","$2,786,541.00","$2,786,541.00"
660288581,PUERTO RICO CONSERVATION TRUST                                        ,                                   ,PO BOX 9023554                     ,SAN JUAN              ,PR,00902-3554,"$760,486,362.00","$75,474,342.00","$28,525,544.00"
660238635,PUERTO RICO CONVENTION BUREAU INC                                     ,                                   ,CALLE RECINTO SUR 255 2DO PISO     ,OLD SAN JUAN          ,PR,00901-0000,"$5,354,036.00","$6,718,660.00","$6,718,660.00"
660423328,PUERTO RICO DEAF MINISTRIES INC                                       ,                                   ,PO BOX 7423                        ,PONCE                 ,PR,00732-7423,"$115,826.00","$227,283.00","$227,283.00"
660600186,PUERTO RICO FARM CREDIT FLCA                                          ,% BRUCE M HOFFMAN                  ,PO BOX 363649                      ,SAN JUAN              ,PR,00936-3649,             ,             ,             
660659075,PUERTO RICO JOINT APPRENTICESHIP TRAINING COMITTEE PRJATC INC         ,% PRJATC                           ,HC 3 BOX 6786                      ,DORADO                ,PR,00646-9529,"$94,182.00","$58,272.00","$58,272.00"
660265391,PUERTO RICO LEGAL SERVICES INCORPORATED                               ,                                   ,PO BOX 9134                        ,SAN JUAN              ,PR,00908-0134,"$3,567,922.00","$21,955,738.00","$21,955,738.00"
660522632,PUERTO RICO MANUFACTURING EXTENSION PRIMEX INC                        ,% JAIME MORGAN STUBBE              ,MERCANTIL PLAZA STE 819            ,SAN JUAN              ,PR,00918-0000,"$1,816,381.00","$1,806,832.00","$1,806,832.00"
710489120,PUERTO RICO MISSION INC                                               ,% JOHNATHAN E REECE                ,HC 04 BOX 41171                    ,AGUADILLA             ,PR,00603-0000,"$32,287.00","$67,803.00","$67,803.00"
660698755,PUERTO RICO OCEAN CLEANERS                                            ,% PUERTO RICO OCEAN CLEANERS INC   ,PO BOX 3189                        ,GUAYNABO              ,PR,00970-3189,$0.00,$0.00,$0.00
660616577,PUERTO RICO POISON CENTER INC                                         ,% ANDRES M BRITT-LARREGUI          ,PO BOX 70344 PMB 453               ,SAN JUAN              ,PR,00936-8344,             ,             ,             
660646676,PUERTO RICO SATSANG SOCIETY INC                                       ,                                   ,HC 3 BOX 33462                     ,HATILLO               ,PR,00659-7907,             ,             ,             
900344648,PUERTO RICO STATE ASSEMBLY OF THE CHURCH OF GOD                       ,                                   ,67 CALLE PALOMA DEL LAGO ST 67     ,CIDRA                 ,PR,00739-0000,             ,             ,             
660663235,PUERTO RICO WETLAND FOUNDATION INC                                    ,% JUAN F WOODROFFE                 ,530 CONSTITUTION AVENUE SUITE 320  ,SAN JUAN              ,PR,00901-2304,$0.00,$0.00,$0.00
660491142,PUERTO RICO YOUTH AT RISK INC                                         ,% JOVENES DE PUERTO EN RIESGO INC  ,EDIF MEDINA 112 CALLE ARSUAGA 1201 ,SAN JUAN              ,PR,00925-0000,"$293,472.00","$851,835.00","$851,835.00"
660719377,RAC EARDERLY HOME CENTER INC I                                        ,% RAFAEL CARBALLO                  ,PO BOX 9486                        ,CAGUAS                ,PR,00726-9486,$0.00,$0.00,$0.00
660719378,RAC EARDERLY HOME CENTER INC NUM II                                   ,% RAFAEL CARBALLO                  ,PO BOX 9486                        ,CAGUAS                ,PR,00726-9486,$0.00,$0.00,$0.00
660719379,RAC EARDERLY HOME CENTER INC NUM IV                                   ,% RAFAEL CARBALLO                  ,PO BOX 9486                        ,CAGUAS                ,PR,00726-9486,$0.00,$0.00,$0.00
660719351,RAC EARDERLY HOME CENTER INC NUMBER III                               ,% RAFAEL CARBALLO                  ,PO BOX 9486                        ,CAGUAS                ,PR,00726-9486,$0.00,$0.00,$0.00
660604466,RAMEY AIR FORCE BASE HISTORICAL ASSOCIATION CORP                      ,% KENNETH I COOMBS                 ,PO BOX 250165                      ,AGUADILLA             ,PR,00604-0165,$0.00,$0.00,$0.00
660397906,REFORM JEWISH CONGREGATION OF PUERTO RICO INC                         ,                                   ,PO BOX 9065226                     ,SAN JUAN              ,PR,00906-5226,             ,             ,             
660631274,REFORMA NATIONAL ASSOCIATION TO PROMOTE LIBRARY SERVICES TO THE SP    ,% WANDA CORTES                     ,PO BOX 12383-85                    ,USC SAN JUAN          ,PR,00914-0000,             ,             ,             
660600037,REGALOS DE AMOR INC                                                   ,% DAMASO CANDELARIO VELEZ          ,PO BOX 399                         ,HORMIGUEROS           ,PR,00660-0399,"$27,788.00","$183,541.00","$183,541.00"
660626810,REGAZO DE LA LIBERTAD CORP                                            ,% CARLOS LUIS LOPEZ SANCHEZ        ,PO BOX 1721                        ,GUAYAMA               ,PR,00785-1721,$0.00,$0.00,$0.00
650225746,RELIGIOUS OF THE APOSTOLATE OF FLORIDA INC                            ,                                   ,PO BOX 8300                        ,PONCE                 ,PR,00732-8300,             ,             ,             
660539927,REMANSO DE ESPERANZA INC                                              ,                                   ,PO BOX 6300                        ,CAGUAS                ,PR,00726-6300,"$1,436,462.00","$103,697.00","$103,697.00"
660541229,RESPIRO DE PUERTO RICO INC                                            ,% APARTADO 133 CALLE DOMINGO       ,PO BOX 71325 PMB 165               ,SAN JUAN              ,PR,00936-8425,"$24,028.00","$119,864.00","$119,864.00"
660735809,RESTAURACION LA VOZ DE LA ESPERANZA                                   ,% MR TEODORO ESCOBAR               ,PO BOX 1033                        ,VIEQUES               ,PR,00765-1033,             ,             ,             
660475695,RETIRED ENLISTED ASSOCIATION                                          ,% ISADORO CERPA                    ,PO BOX 8714                        ,BAYAMON               ,PR,00960-8714,$1.00,$600.00,$600.00
660579504,RICKY MARTIN FOUNDATION CORP                                          ,% GLADYS MARTINEZ                  ,PO BOX 13534                       ,SAN JUAN              ,PR,00908-3534,"$1,299,121.00","$500,452.00","$500,452.00"
660428488,RINCON HEALTH CENTER INC                                              ,                                   ,PO BOX 638                         ,RINCON                ,PR,00677-0638,"$9,714,148.00","$11,133,251.00","$11,133,251.00"
660724979,RIVERVIEW TEAM INC                                                    ,% MARILYN BOSGUES HERNANDEZ        ,PO BOX 356                         ,MOCA                  ,PR,00676-0356,             ,             ,             
363986373,ROTARY INTERNATIONAL                                                  ,% JOSE L MELENDEZ                  ,PO BOX 394                         ,MANATI                ,PR,00674-0394,$0.00,$0.00,$0.00
363986061,ROTARY INTERNATIONAL                                                  ,% DR RAFAEL GIL S                  ,ADPO 2                             ,YAUCO                 ,PR,00698-0000,$0.00,$0.00,$0.00
363986091,ROTARY INTERNATIONAL                                                  ,% ROBERTO SANTANA                  ,PO BOX 366041                      ,SAN JUAN              ,PR,00936-6041,$0.00,$0.00,$0.00
363986199,ROTARY INTERNATIONAL                                                  ,% HECTOR AVILES S                  ,PO BOX 99                          ,QUEBRADILLAS          ,PR,00678-0099,$0.00,$0.00,$0.00
660348916,ROTARY INTERNATIONAL                                                  ,% LUIS R MARTI                     ,PO BOX 9021529                     ,SAN JUAN              ,PR,00902-1529,"$155,106.00","$169,827.00","$169,827.00"
363986500,ROTARY INTERNATIONAL                                                  ,% CLUB ROTARIO EL ISLA VERDE-CAROLI,PO BOX 3885                        ,CAROLINA              ,PR,00984-3885,$0.00,$0.00,$0.00
363986501,ROTARY INTERNATIONAL                                                  ,                                   ,LOCAL                              ,EL SENORIAL           ,PR,00910-0000,$0.00,$0.00,$0.00
